standort,zielcluster,referenzpaar,referenzcluster,gewichtungsverfahren,referenzgewicht_0_bis_1
Alpen-Sevelen,AS-04,AS-02--AS-06,AS-06,Wald + Wind,0.6006253285526346
Alpen-Sevelen,AS-04,AS-02--AS-06,AS-02,Vollstaendig,0.4085750115927469
Alpen-Sevelen,AS-04,AS-02--AS-06,AS-06,Vollstaendig,0.591424988407253
Alpen-Sevelen,AS-04,AS-03--AS-05,AS-03,Gleichgewichtung,0.5
Alpen-Sevelen,AS-04,AS-03--AS-05,AS-05,Gleichgewichtung,0.5
Alpen-Sevelen,AS-04,AS-03--AS-05,AS-03,1/d^2,0.6538273651223055
Alpen-Sevelen,AS-04,AS-03--AS-05,AS-05,1/d^2,0.3461726348776945
Alpen-Sevelen,AS-04,AS-03--AS-05,AS-03,Wald + Wind,0.5069111011791954
Alpen-Sevelen,AS-04,AS-03--AS-05,AS-05,Wald + Wind,0.4930888988208046
Alpen-Sevelen,AS-04,AS-03--AS-05,AS-03,Vollstaendig,0.522199278305729
Alpen-Sevelen,AS-04,AS-03--AS-05,AS-05,Vollstaendig,0.4778007216942709
Alpen-Sevelen,AS-04,AS-03--AS-06,AS-03,Gleichgewichtung,0.5
Alpen-Sevelen,AS-04,AS-03--AS-06,AS-06,Gleichgewichtung,0.5
Alpen-Sevelen,AS-04,AS-03--AS-06,AS-03,1/d^2,0.5963950886441838
Alpen-Sevelen,AS-04,AS-03--AS-06,AS-06,1/d^2,0.4036049113558163
Alpen-Sevelen,AS-04,AS-03--AS-06,AS-03,Wald + Wind,0.4469450224202461
Alpen-Sevelen,AS-04,AS-03--AS-06,AS-06,Wald + Wind,0.553054977579754
Alpen-Sevelen,AS-04,AS-03--AS-06,AS-03,Vollstaendig,0.4648967418667193
Alpen-Sevelen,AS-04,AS-03--AS-06,AS-06,Vollstaendig,0.5351032581332806
Alpen-Sevelen,AS-04,AS-05--AS-06,AS-05,Gleichgewichtung,0.5
Alpen-Sevelen,AS-04,AS-05--AS-06,AS-06,Gleichgewichtung,0.5
Alpen-Sevelen,AS-04,AS-05--AS-06,AS-05,1/d^2,0.4389464669149408
Alpen-Sevelen,AS-04,AS-05--AS-06,AS-06,1/d^2,0.5610535330850591
Alpen-Sevelen,AS-04,AS-05--AS-06,AS-05,Wald + Wind,0.4401217430800763
Alpen-Sevelen,AS-04,AS-05--AS-06,AS-06,Wald + Wind,0.5598782569199238
Alpen-Sevelen,AS-04,AS-05--AS-06,AS-05,Vollstaendig,0.4428755244350453
Alpen-Sevelen,AS-04,AS-05--AS-06,AS-06,Vollstaendig,0.5571244755649546
Alpen-Sevelen,AS-05,AS-01--AS-02,AS-01,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-01--AS-02,AS-02,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-01--AS-02,AS-01,1/d^2,0.628164561381558
Alpen-Sevelen,AS-05,AS-01--AS-02,AS-02,1/d^2,0.3718354386184419
Alpen-Sevelen,AS-05,AS-01--AS-02,AS-01,Wald + Wind,0.4201277353430092
Alpen-Sevelen,AS-05,AS-01--AS-02,AS-02,Wald + Wind,0.5798722646569908
Alpen-Sevelen,AS-05,AS-01--AS-02,AS-01,Vollstaendig,0.4353163866629251
Alpen-Sevelen,AS-05,AS-01--AS-02,AS-02,Vollstaendig,0.5646836133370748
Alpen-Sevelen,AS-05,AS-01--AS-03,AS-01,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-01--AS-03,AS-03,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-01--AS-03,AS-01,1/d^2,0.1616637369274227
Alpen-Sevelen,AS-05,AS-01--AS-03,AS-03,1/d^2,0.8383362630725771
Alpen-Sevelen,AS-05,AS-01--AS-03,AS-01,Wald + Wind,0.4015421880330046
Alpen-Sevelen,AS-05,AS-01--AS-03,AS-03,Wald + Wind,0.5984578119669953
Alpen-Sevelen,AS-05,AS-01--AS-03,AS-01,Vollstaendig,0.4103022031082216
Alpen-Sevelen,AS-05,AS-01--AS-03,AS-03,Vollstaendig,0.5896977968917784
Alpen-Sevelen,AS-05,AS-01--AS-04,AS-01,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-01--AS-04,AS-04,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-01--AS-04,AS-01,1/d^2,0.068112790800405
Alpen-Sevelen,AS-05,AS-01--AS-04,AS-04,1/d^2,0.9318872091995948
Alpen-Sevelen,AS-05,AS-01--AS-04,AS-01,Wald + Wind,0.3462826834358618
Alpen-Sevelen,AS-05,AS-01--AS-04,AS-04,Wald + Wind,0.6537173165641381
Alpen-Sevelen,AS-05,AS-01--AS-04,AS-01,Vollstaendig,0.3705638745368012
Alpen-Sevelen,AS-05,AS-01--AS-04,AS-04,Vollstaendig,0.6294361254631988
Alpen-Sevelen,AS-05,AS-01--AS-06,AS-01,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-01--AS-06,AS-06,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-01--AS-06,AS-01,1/d^2,0.0142287352999901
Alpen-Sevelen,AS-05,AS-01--AS-06,AS-06,1/d^2,0.98577126470001
Alpen-Sevelen,AS-05,AS-01--AS-06,AS-01,Wald + Wind,0.3105392596724017
Alpen-Sevelen,AS-05,AS-01--AS-06,AS-06,Wald + Wind,0.6894607403275982
Alpen-Sevelen,AS-05,AS-01--AS-06,AS-01,Vollstaendig,0.349562234913682
Alpen-Sevelen,AS-05,AS-01--AS-06,AS-06,Vollstaendig,0.650437765086318
Alpen-Sevelen,AS-05,AS-02--AS-03,AS-02,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-02--AS-03,AS-03,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-02--AS-03,AS-02,1/d^2,0.1024538952733575
Alpen-Sevelen,AS-05,AS-02--AS-03,AS-03,1/d^2,0.8975461047266424
Alpen-Sevelen,AS-05,AS-02--AS-03,AS-02,Wald + Wind,0.4808108345865789
Alpen-Sevelen,AS-05,AS-02--AS-03,AS-03,Wald + Wind,0.5191891654134211
Alpen-Sevelen,AS-05,AS-02--AS-03,AS-02,Vollstaendig,0.474391496591554
Alpen-Sevelen,AS-05,AS-02--AS-03,AS-03,Vollstaendig,0.525608503408446
Alpen-Sevelen,AS-05,AS-02--AS-04,AS-02,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-02--AS-04,AS-04,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-02--AS-04,AS-02,1/d^2,0.0414713131015058
Alpen-Sevelen,AS-05,AS-02--AS-04,AS-04,1/d^2,0.958528686898494
Alpen-Sevelen,AS-05,AS-02--AS-04,AS-02,Wald + Wind,0.4223410387895217
Alpen-Sevelen,AS-05,AS-02--AS-04,AS-04,Wald + Wind,0.5776589612104783
Alpen-Sevelen,AS-05,AS-02--AS-04,AS-02,Vollstaendig,0.4330038133761916
Alpen-Sevelen,AS-05,AS-02--AS-04,AS-04,Vollstaendig,0.5669961866238085
Alpen-Sevelen,AS-05,AS-02--AS-06,AS-02,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-02--AS-06,AS-06,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-02--AS-06,AS-02,1/d^2,0.0084717394436609
Alpen-Sevelen,AS-05,AS-02--AS-06,AS-06,1/d^2,0.991528260556339
Alpen-Sevelen,AS-05,AS-02--AS-06,AS-02,Wald + Wind,0.3833506662515906
Alpen-Sevelen,AS-05,AS-02--AS-06,AS-06,Wald + Wind,0.6166493337484095
Alpen-Sevelen,AS-05,AS-02--AS-06,AS-02,Vollstaendig,0.410772820099941
Alpen-Sevelen,AS-05,AS-02--AS-06,AS-06,Vollstaendig,0.589227179900059
Alpen-Sevelen,AS-05,AS-03--AS-04,AS-03,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-03--AS-04,AS-04,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-03--AS-04,AS-03,1/d^2,0.274851410380599
Alpen-Sevelen,AS-05,AS-03--AS-04,AS-04,1/d^2,0.7251485896194011
Alpen-Sevelen,AS-05,AS-03--AS-04,AS-03,Wald + Wind,0.4411795849666737
Alpen-Sevelen,AS-05,AS-03--AS-04,AS-04,Wald + Wind,0.5588204150333264
Alpen-Sevelen,AS-05,AS-03--AS-04,AS-03,Vollstaendig,0.4583263233315959
Alpen-Sevelen,AS-05,AS-03--AS-04,AS-04,Vollstaendig,0.5416736766684042
Alpen-Sevelen,AS-05,AS-03--AS-06,AS-03,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-03--AS-06,AS-06,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-03--AS-06,AS-03,1/d^2,0.0696382176148153
Alpen-Sevelen,AS-05,AS-03--AS-06,AS-06,1/d^2,0.9303617823851846
Alpen-Sevelen,AS-05,AS-03--AS-06,AS-03,Wald + Wind,0.4016593272959288
Alpen-Sevelen,AS-05,AS-03--AS-06,AS-06,Wald + Wind,0.5983406727040712
Alpen-Sevelen,AS-05,AS-03--AS-06,AS-03,Vollstaendig,0.4357944917010705
Alpen-Sevelen,AS-05,AS-03--AS-06,AS-06,Vollstaendig,0.5642055082989296
Alpen-Sevelen,AS-05,AS-04--AS-06,AS-04,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-04--AS-06,AS-06,Gleichgewichtung,0.5
Alpen-Sevelen,AS-05,AS-04--AS-06,AS-04,1/d^2,0.1649135239727184
Alpen-Sevelen,AS-05,AS-04--AS-06,AS-06,1/d^2,0.8350864760272816
Alpen-Sevelen,AS-05,AS-04--AS-06,AS-04,Wald + Wind,0.4595436736928726
Alpen-Sevelen,AS-05,AS-04--AS-06,AS-06,Wald + Wind,0.5404563263071274
Alpen-Sevelen,AS-05,AS-04--AS-06,AS-04,Vollstaendig,0.4772244076184429
Alpen-Sevelen,AS-05,AS-04--AS-06,AS-06,Vollstaendig,0.5227755923815571
Alpen-Sevelen,AS-06,AS-01--AS-02,AS-01,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-01--AS-02,AS-02,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-01--AS-02,AS-01,1/d^2,0.6242717413904358
Alpen-Sevelen,AS-06,AS-01--AS-02,AS-02,1/d^2,0.3757282586095641
Alpen-Sevelen,AS-06,AS-01--AS-02,AS-01,Wald + Wind,0.4125951557370245
Alpen-Sevelen,AS-06,AS-01--AS-02,AS-02,Wald + Wind,0.5874048442629756
Alpen-Sevelen,AS-06,AS-01--AS-02,AS-01,Vollstaendig,0.4352074619397059
Alpen-Sevelen,AS-06,AS-01--AS-02,AS-02,Vollstaendig,0.5647925380602941
Alpen-Sevelen,AS-06,AS-01--AS-03,AS-01,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-01--AS-03,AS-03,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-01--AS-03,AS-01,1/d^2,0.0993458251637831
Alpen-Sevelen,AS-06,AS-01--AS-03,AS-03,1/d^2,0.9006541748362168
Alpen-Sevelen,AS-06,AS-01--AS-03,AS-01,Wald + Wind,0.3929960902890956
Alpen-Sevelen,AS-06,AS-01--AS-03,AS-03,Wald + Wind,0.6070039097109043
Alpen-Sevelen,AS-06,AS-01--AS-03,AS-01,Vollstaendig,0.410837442849977
Alpen-Sevelen,AS-06,AS-01--AS-03,AS-03,Vollstaendig,0.5891625571500231
Alpen-Sevelen,AS-06,AS-01--AS-04,AS-01,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-01--AS-04,AS-04,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-01--AS-04,AS-01,1/d^2,0.0452648305293946
Alpen-Sevelen,AS-06,AS-01--AS-04,AS-04,1/d^2,0.9547351694706054
Alpen-Sevelen,AS-06,AS-01--AS-04,AS-01,Wald + Wind,0.325229163419327
Alpen-Sevelen,AS-06,AS-01--AS-04,AS-04,Wald + Wind,0.674770836580673
Alpen-Sevelen,AS-06,AS-01--AS-04,AS-01,Vollstaendig,0.3576678929437147
Alpen-Sevelen,AS-06,AS-01--AS-04,AS-04,Vollstaendig,0.6423321070562853
Alpen-Sevelen,AS-06,AS-01--AS-05,AS-01,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-01--AS-05,AS-05,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-01--AS-05,AS-01,1/d^2,0.0118257602885376
Alpen-Sevelen,AS-06,AS-01--AS-05,AS-05,1/d^2,0.9881742397114625
Alpen-Sevelen,AS-06,AS-01--AS-05,AS-01,Wald + Wind,0.3447988918381197
Alpen-Sevelen,AS-06,AS-01--AS-05,AS-05,Wald + Wind,0.6552011081618803
Alpen-Sevelen,AS-06,AS-01--AS-05,AS-01,Vollstaendig,0.3903895933477506
Alpen-Sevelen,AS-06,AS-01--AS-05,AS-05,Vollstaendig,0.6096104066522493
Alpen-Sevelen,AS-06,AS-02--AS-03,AS-02,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-02--AS-03,AS-03,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-02--AS-03,AS-02,1/d^2,0.0622553035203372
Alpen-Sevelen,AS-06,AS-02--AS-03,AS-03,1/d^2,0.9377446964796629
Alpen-Sevelen,AS-06,AS-02--AS-03,AS-02,Wald + Wind,0.4796392249202444
Alpen-Sevelen,AS-06,AS-02--AS-03,AS-03,Wald + Wind,0.5203607750797555
Alpen-Sevelen,AS-06,AS-02--AS-03,AS-02,Vollstaendig,0.4750535106103205
Alpen-Sevelen,AS-06,AS-02--AS-03,AS-03,Vollstaendig,0.5249464893896796
Alpen-Sevelen,AS-06,AS-02--AS-04,AS-02,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-02--AS-04,AS-04,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-02--AS-04,AS-02,1/d^2,0.0277433613407379
Alpen-Sevelen,AS-06,AS-02--AS-04,AS-04,1/d^2,0.9722566386592622
Alpen-Sevelen,AS-06,AS-02--AS-04,AS-02,Wald + Wind,0.4069482408231604
Alpen-Sevelen,AS-06,AS-02--AS-04,AS-04,Wald + Wind,0.5930517591768395
Alpen-Sevelen,AS-06,AS-02--AS-04,AS-02,Vollstaendig,0.4194905807180389
Alpen-Sevelen,AS-06,AS-02--AS-04,AS-04,Vollstaendig,0.580509419281961
Alpen-Sevelen,AS-06,AS-02--AS-05,AS-02,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-02--AS-05,AS-05,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-02--AS-05,AS-02,1/d^2,0.0071511986510631
Alpen-Sevelen,AS-06,AS-02--AS-05,AS-05,1/d^2,0.9928488013489368
Alpen-Sevelen,AS-06,AS-02--AS-05,AS-02,Wald + Wind,0.4283139571675431
Alpen-Sevelen,AS-06,AS-02--AS-05,AS-05,Wald + Wind,0.5716860428324568
Alpen-Sevelen,AS-06,AS-02--AS-05,AS-02,Vollstaendig,0.4538717312769212
Alpen-Sevelen,AS-06,AS-02--AS-05,AS-05,Vollstaendig,0.5461282687230788
Alpen-Sevelen,AS-06,AS-03--AS-04,AS-03,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-03--AS-04,AS-04,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-03--AS-04,AS-03,1/d^2,0.3006111704240742
Alpen-Sevelen,AS-06,AS-03--AS-04,AS-04,1/d^2,0.6993888295759257
Alpen-Sevelen,AS-06,AS-03--AS-04,AS-03,Wald + Wind,0.4267539261164533
Alpen-Sevelen,AS-06,AS-03--AS-04,AS-04,Wald + Wind,0.5732460738835468
Alpen-Sevelen,AS-06,AS-03--AS-04,AS-03,Vollstaendig,0.4439870785689445
Alpen-Sevelen,AS-06,AS-03--AS-04,AS-04,Vollstaendig,0.5560129214310555
Alpen-Sevelen,AS-06,AS-03--AS-05,AS-03,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-03--AS-05,AS-05,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-03--AS-05,AS-03,1/d^2,0.0978747827782379
Alpen-Sevelen,AS-06,AS-03--AS-05,AS-05,1/d^2,0.902125217221762
Alpen-Sevelen,AS-06,AS-03--AS-05,AS-03,Wald + Wind,0.4483733184589432
Alpen-Sevelen,AS-06,AS-03--AS-05,AS-05,Wald + Wind,0.5516266815410569
Alpen-Sevelen,AS-06,AS-03--AS-05,AS-03,Vollstaendig,0.4787202710645618
Alpen-Sevelen,AS-06,AS-03--AS-05,AS-05,Vollstaendig,0.5212797289354382
Alpen-Sevelen,AS-06,AS-04--AS-05,AS-04,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-04--AS-05,AS-05,Gleichgewichtung,0.5
Alpen-Sevelen,AS-06,AS-04--AS-05,AS-04,1/d^2,0.2015435110718414
Alpen-Sevelen,AS-06,AS-04--AS-05,AS-05,1/d^2,0.7984564889281585
Alpen-Sevelen,AS-06,AS-04--AS-05,AS-04,Wald + Wind,0.5219514253642134
Alpen-Sevelen,AS-06,AS-04--AS-05,AS-05,Wald + Wind,0.4780485746357867
Alpen-Sevelen,AS-06,AS-04--AS-05,AS-04,Vollstaendig,0.534899585312464
Alpen-Sevelen,AS-06,AS-04--AS-05,AS-05,Vollstaendig,0.4651004146875361
Altenmellrich,AM-01,AM-02--AM-03,AM-02,Gleichgewichtung,0.5
Altenmellrich,AM-01,AM-02--AM-03,AM-03,Gleichgewichtung,0.5
Altenmellrich,AM-01,AM-02--AM-03,AM-02,1/d^2,0.9435672110552286
Altenmellrich,AM-01,AM-02--AM-03,AM-03,1/d^2,0.0564327889447714
Altenmellrich,AM-01,AM-02--AM-03,AM-02,Wald + Wind,0.3290253576135942
Altenmellrich,AM-01,AM-02--AM-03,AM-03,Wald + Wind,0.6709746423864058
Altenmellrich,AM-01,AM-02--AM-03,AM-02,Vollstaendig,0.3262011732086465
Altenmellrich,AM-01,AM-02--AM-03,AM-03,Vollstaendig,0.6737988267913535
Altenmellrich,AM-01,AM-02--AM-04,AM-02,Gleichgewichtung,0.5
Altenmellrich,AM-01,AM-02--AM-04,AM-04,Gleichgewichtung,0.5
Altenmellrich,AM-01,AM-02--AM-04,AM-02,1/d^2,0.9834898157338688
Altenmellrich,AM-01,AM-02--AM-04,AM-04,1/d^2,0.0165101842661311
Altenmellrich,AM-01,AM-02--AM-04,AM-02,Wald + Wind,0.4762059927897225
Altenmellrich,AM-01,AM-02--AM-04,AM-04,Wald + Wind,0.5237940072102775
Altenmellrich,AM-01,AM-02--AM-04,AM-02,Vollstaendig,0.4548918367753012
Altenmellrich,AM-01,AM-02--AM-04,AM-04,Vollstaendig,0.5451081632246989
Altenmellrich,AM-01,AM-03--AM-04,AM-03,Gleichgewichtung,0.5
Altenmellrich,AM-01,AM-03--AM-04,AM-04,Gleichgewichtung,0.5
Altenmellrich,AM-01,AM-03--AM-04,AM-03,1/d^2,0.7808304873040747
Altenmellrich,AM-01,AM-03--AM-04,AM-04,1/d^2,0.2191695126959253
Altenmellrich,AM-01,AM-03--AM-04,AM-03,Wald + Wind,0.6496152778368247
Altenmellrich,AM-01,AM-03--AM-04,AM-04,Wald + Wind,0.3503847221631754
Altenmellrich,AM-01,AM-03--AM-04,AM-03,Vollstaendig,0.6328569215630181
Altenmellrich,AM-01,AM-03--AM-04,AM-04,Vollstaendig,0.3671430784369819
Altenmellrich,AM-02,AM-01--AM-03,AM-01,Gleichgewichtung,0.5
Altenmellrich,AM-02,AM-01--AM-03,AM-03,Gleichgewichtung,0.5
Altenmellrich,AM-02,AM-01--AM-03,AM-01,1/d^2,0.9289411885607388
Altenmellrich,AM-02,AM-01--AM-03,AM-03,1/d^2,0.0710588114392612
Altenmellrich,AM-02,AM-01--AM-03,AM-01,Wald + Wind,0.5132888565024798
Altenmellrich,AM-02,AM-01--AM-03,AM-03,Wald + Wind,0.4867111434975201
Altenmellrich,AM-02,AM-01--AM-03,AM-01,Vollstaendig,0.5134753842147933
Altenmellrich,AM-02,AM-01--AM-03,AM-03,Vollstaendig,0.4865246157852066
Altenmellrich,AM-02,AM-01--AM-04,AM-01,Gleichgewichtung,0.5
Altenmellrich,AM-02,AM-01--AM-04,AM-04,Gleichgewichtung,0.5
Altenmellrich,AM-02,AM-01--AM-04,AM-01,1/d^2,0.9803616340985896
Altenmellrich,AM-02,AM-01--AM-04,AM-04,1/d^2,0.0196383659014105
Altenmellrich,AM-02,AM-01--AM-04,AM-01,Wald + Wind,0.5520733196810476
Altenmellrich,AM-02,AM-01--AM-04,AM-04,Wald + Wind,0.4479266803189524
Altenmellrich,AM-02,AM-01--AM-04,AM-01,Vollstaendig,0.5606046318172139
Altenmellrich,AM-02,AM-01--AM-04,AM-04,Vollstaendig,0.4393953681827862
Altenmellrich,AM-02,AM-03--AM-04,AM-03,Gleichgewichtung,0.5
Altenmellrich,AM-02,AM-03--AM-04,AM-04,Gleichgewichtung,0.5
Altenmellrich,AM-02,AM-03--AM-04,AM-03,1/d^2,0.7924733076500067
Altenmellrich,AM-02,AM-03--AM-04,AM-04,1/d^2,0.2075266923499932
Altenmellrich,AM-02,AM-03--AM-04,AM-03,Wald + Wind,0.5388921157573612
Altenmellrich,AM-02,AM-03--AM-04,AM-04,Wald + Wind,0.4611078842426388
Altenmellrich,AM-02,AM-03--AM-04,AM-03,Vollstaendig,0.5472837084794286
Altenmellrich,AM-02,AM-03--AM-04,AM-04,Vollstaendig,0.4527162915205713
Altenmellrich,AM-03,AM-01--AM-02,AM-01,Gleichgewichtung,0.5
Altenmellrich,AM-03,AM-01--AM-02,AM-02,Gleichgewichtung,0.5
Altenmellrich,AM-03,AM-01--AM-02,AM-01,1/d^2,0.4387886580039381
Altenmellrich,AM-03,AM-01--AM-02,AM-02,1/d^2,0.5612113419960619
Altenmellrich,AM-03,AM-01--AM-02,AM-01,Wald + Wind,0.6871412438224909
Altenmellrich,AM-03,AM-01--AM-02,AM-02,Wald + Wind,0.3128587561775092
Altenmellrich,AM-03,AM-01--AM-02,AM-01,Vollstaendig,0.6903346467260731
Altenmellrich,AM-03,AM-01--AM-02,AM-02,Vollstaendig,0.3096653532739268
Altenmellrich,AM-03,AM-01--AM-04,AM-01,Gleichgewichtung,0.5
Altenmellrich,AM-03,AM-01--AM-04,AM-04,Gleichgewichtung,0.5
Altenmellrich,AM-03,AM-01--AM-04,AM-01,1/d^2,0.4547407025832441
Altenmellrich,AM-03,AM-01--AM-04,AM-04,1/d^2,0.5452592974167559
Altenmellrich,AM-03,AM-01--AM-04,AM-01,Wald + Wind,0.5609152402094222
Altenmellrich,AM-03,AM-01--AM-04,AM-04,Wald + Wind,0.4390847597905778
Altenmellrich,AM-03,AM-01--AM-04,AM-01,Vollstaendig,0.564574690448082
Altenmellrich,AM-03,AM-01--AM-04,AM-04,Vollstaendig,0.4354253095519179
Altenmellrich,AM-03,AM-02--AM-04,AM-02,Gleichgewichtung,0.5
Altenmellrich,AM-03,AM-02--AM-04,AM-04,Gleichgewichtung,0.5
Altenmellrich,AM-03,AM-02--AM-04,AM-02,1/d^2,0.5161307984959669
Altenmellrich,AM-03,AM-02--AM-04,AM-04,1/d^2,0.4838692015040332
Altenmellrich,AM-03,AM-02--AM-04,AM-02,Wald + Wind,0.3677432173329278
Altenmellrich,AM-03,AM-02--AM-04,AM-04,Wald + Wind,0.6322567826670722
Altenmellrich,AM-03,AM-02--AM-04,AM-02,Vollstaendig,0.3677376004474178
Altenmellrich,AM-03,AM-02--AM-04,AM-04,Vollstaendig,0.6322623995525822
Altenmellrich,AM-04,AM-01--AM-02,AM-01,Gleichgewichtung,0.5
Altenmellrich,AM-04,AM-01--AM-02,AM-02,Gleichgewichtung,0.5
Altenmellrich,AM-04,AM-01--AM-02,AM-01,1/d^2,0.4559412080895969
Altenmellrich,AM-04,AM-01--AM-02,AM-02,1/d^2,0.5440587919104031
Altenmellrich,AM-04,AM-01--AM-02,AM-01,Wald + Wind,0.5496680724633825
Altenmellrich,AM-04,AM-01--AM-02,AM-02,Wald + Wind,0.4503319275366175
Altenmellrich,AM-04,AM-01--AM-02,AM-01,Vollstaendig,0.5756035309489366
Altenmellrich,AM-04,AM-01--AM-02,AM-02,Vollstaendig,0.4243964690510635
Altenmellrich,AM-04,AM-01--AM-03,AM-01,Gleichgewichtung,0.5
Altenmellrich,AM-04,AM-01--AM-03,AM-03,Gleichgewichtung,0.5
Altenmellrich,AM-04,AM-01--AM-03,AM-01,1/d^2,0.189686776101172
Altenmellrich,AM-04,AM-01--AM-03,AM-03,1/d^2,0.810313223898828
Altenmellrich,AM-04,AM-01--AM-03,AM-01,Wald + Wind,0.397061913123738
Altenmellrich,AM-04,AM-01--AM-03,AM-03,Wald + Wind,0.6029380868762619
Altenmellrich,AM-04,AM-01--AM-03,AM-01,Vollstaendig,0.4188574897328771
Altenmellrich,AM-04,AM-01--AM-03,AM-03,Vollstaendig,0.5811425102671228
Altenmellrich,AM-04,AM-02--AM-03,AM-02,Gleichgewichtung,0.5
Altenmellrich,AM-04,AM-02--AM-03,AM-03,Gleichgewichtung,0.5
Altenmellrich,AM-04,AM-02--AM-03,AM-02,1/d^2,0.2183422393780106
Altenmellrich,AM-04,AM-02--AM-03,AM-03,1/d^2,0.7816577606219894
Altenmellrich,AM-04,AM-02--AM-03,AM-02,Wald + Wind,0.3504522338651831
Altenmellrich,AM-04,AM-02--AM-03,AM-03,Wald + Wind,0.6495477661348169
Altenmellrich,AM-04,AM-02--AM-03,AM-02,Vollstaendig,0.3470081703888876
Altenmellrich,AM-04,AM-02--AM-03,AM-03,Vollstaendig,0.6529918296111122
Bad Berleburg,BB-01,BB-02--BB-03,BB-02,Gleichgewichtung,0.5
Bad Berleburg,BB-01,BB-02--BB-03,BB-03,Gleichgewichtung,0.5
Bad Berleburg,BB-01,BB-02--BB-03,BB-02,1/d^2,0.4423064108241656
Bad Berleburg,BB-01,BB-02--BB-03,BB-03,1/d^2,0.5576935891758343
Bad Berleburg,BB-01,BB-02--BB-03,BB-02,Wald + Wind,0.4738301200066898
Bad Berleburg,BB-01,BB-02--BB-03,BB-03,Wald + Wind,0.5261698799933101
Bad Berleburg,BB-01,BB-02--BB-03,BB-02,Vollstaendig,0.4617498451124346
Bad Berleburg,BB-01,BB-02--BB-03,BB-03,Vollstaendig,0.5382501548875653
Bad Berleburg,BB-01,BB-02--BB-04,BB-02,Gleichgewichtung,0.5
Bad Berleburg,BB-01,BB-02--BB-04,BB-04,Gleichgewichtung,0.5
Bad Berleburg,BB-01,BB-02--BB-04,BB-02,1/d^2,0.6453975775077135
Bad Berleburg,BB-01,BB-02--BB-04,BB-04,1/d^2,0.3546024224922864
Bad Berleburg,BB-01,BB-02--BB-04,BB-02,Wald + Wind,0.5363453353150589
Bad Berleburg,BB-01,BB-02--BB-04,BB-04,Wald + Wind,0.4636546646849411
Bad Berleburg,BB-01,BB-02--BB-04,BB-02,Vollstaendig,0.5028349982944601
Bad Berleburg,BB-01,BB-02--BB-04,BB-04,Vollstaendig,0.4971650017055398
Bad Berleburg,BB-01,BB-02--BB-05,BB-02,Gleichgewichtung,0.5
Bad Berleburg,BB-01,BB-02--BB-05,BB-05,Gleichgewichtung,0.5
Bad Berleburg,BB-01,BB-02--BB-05,BB-02,1/d^2,0.7775798271903394
Bad Berleburg,BB-01,BB-02--BB-05,BB-05,1/d^2,0.2224201728096605
Bad Berleburg,BB-01,BB-02--BB-05,BB-02,Wald + Wind,0.4802829642522833
Bad Berleburg,BB-01,BB-02--BB-05,BB-05,Wald + Wind,0.5197170357477168
Bad Berleburg,BB-01,BB-02--BB-05,BB-02,Vollstaendig,0.4144686365232669
