standort,zielcluster,referenzpaar,referenzcluster,gewichtungsverfahren,referenzgewicht_0_bis_1
Paderborn,PA-11,PA-04--PA-07,PA-04,Vollstaendig,0.4079497164685351
Paderborn,PA-11,PA-04--PA-07,PA-07,Vollstaendig,0.5920502835314649
Paderborn,PA-11,PA-04--PA-08,PA-04,Gleichgewichtung,0.5
Paderborn,PA-11,PA-04--PA-08,PA-08,Gleichgewichtung,0.5
Paderborn,PA-11,PA-04--PA-08,PA-04,1/d^2,0.2857530701571746
Paderborn,PA-11,PA-04--PA-08,PA-08,1/d^2,0.7142469298428253
Paderborn,PA-11,PA-04--PA-08,PA-04,Wald + Wind,0.2585354708638427
Paderborn,PA-11,PA-04--PA-08,PA-08,Wald + Wind,0.7414645291361572
Paderborn,PA-11,PA-04--PA-08,PA-04,Vollstaendig,0.3988599855205296
Paderborn,PA-11,PA-04--PA-08,PA-08,Vollstaendig,0.6011400144794703
Paderborn,PA-11,PA-04--PA-09,PA-04,Gleichgewichtung,0.5
Paderborn,PA-11,PA-04--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-11,PA-04--PA-09,PA-04,1/d^2,0.1272267114769693
Paderborn,PA-11,PA-04--PA-09,PA-09,1/d^2,0.8727732885230308
Paderborn,PA-11,PA-04--PA-09,PA-04,Wald + Wind,0.3011134413321612
Paderborn,PA-11,PA-04--PA-09,PA-09,Wald + Wind,0.6988865586678388
Paderborn,PA-11,PA-04--PA-09,PA-04,Vollstaendig,0.4004424569235662
Paderborn,PA-11,PA-04--PA-09,PA-09,Vollstaendig,0.5995575430764338
Paderborn,PA-11,PA-04--PA-10,PA-04,Gleichgewichtung,0.5
Paderborn,PA-11,PA-04--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-11,PA-04--PA-10,PA-04,1/d^2,0.0559526267835205
Paderborn,PA-11,PA-04--PA-10,PA-10,1/d^2,0.9440473732164796
Paderborn,PA-11,PA-04--PA-10,PA-04,Wald + Wind,0.2684177436686682
Paderborn,PA-11,PA-04--PA-10,PA-10,Wald + Wind,0.7315822563313317
Paderborn,PA-11,PA-04--PA-10,PA-04,Vollstaendig,0.4393791410358195
Paderborn,PA-11,PA-04--PA-10,PA-10,Vollstaendig,0.5606208589641805
Paderborn,PA-11,PA-04--PA-12,PA-04,Gleichgewichtung,0.5
Paderborn,PA-11,PA-04--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-11,PA-04--PA-12,PA-04,1/d^2,0.0096614087078921
Paderborn,PA-11,PA-04--PA-12,PA-12,1/d^2,0.990338591292108
Paderborn,PA-11,PA-04--PA-12,PA-04,Wald + Wind,0.1970528549085638
Paderborn,PA-11,PA-04--PA-12,PA-12,Wald + Wind,0.8029471450914362
Paderborn,PA-11,PA-04--PA-12,PA-04,Vollstaendig,0.3535372787637316
Paderborn,PA-11,PA-04--PA-12,PA-12,Vollstaendig,0.6464627212362684
Paderborn,PA-11,PA-05--PA-06,PA-05,Gleichgewichtung,0.5
Paderborn,PA-11,PA-05--PA-06,PA-06,Gleichgewichtung,0.5
Paderborn,PA-11,PA-05--PA-06,PA-05,1/d^2,0.3376728276935643
Paderborn,PA-11,PA-05--PA-06,PA-06,1/d^2,0.6623271723064356
Paderborn,PA-11,PA-05--PA-06,PA-05,Wald + Wind,0.4697438043200205
Paderborn,PA-11,PA-05--PA-06,PA-06,Wald + Wind,0.5302561956799795
Paderborn,PA-11,PA-05--PA-06,PA-05,Vollstaendig,0.5239841887649715
Paderborn,PA-11,PA-05--PA-06,PA-06,Vollstaendig,0.4760158112350284
Paderborn,PA-11,PA-05--PA-07,PA-05,Gleichgewichtung,0.5
Paderborn,PA-11,PA-05--PA-07,PA-07,Gleichgewichtung,0.5
Paderborn,PA-11,PA-05--PA-07,PA-05,1/d^2,0.3592745269371671
Paderborn,PA-11,PA-05--PA-07,PA-07,1/d^2,0.6407254730628329
Paderborn,PA-11,PA-05--PA-07,PA-05,Wald + Wind,0.4735025866820543
Paderborn,PA-11,PA-05--PA-07,PA-07,Wald + Wind,0.5264974133179456
Paderborn,PA-11,PA-05--PA-07,PA-05,Vollstaendig,0.4880084675492238
Paderborn,PA-11,PA-05--PA-07,PA-07,Vollstaendig,0.5119915324507762
Paderborn,PA-11,PA-05--PA-08,PA-05,Gleichgewichtung,0.5
Paderborn,PA-11,PA-05--PA-08,PA-08,Gleichgewichtung,0.5
Paderborn,PA-11,PA-05--PA-08,PA-05,1/d^2,0.4124514019753367
Paderborn,PA-11,PA-05--PA-08,PA-08,1/d^2,0.5875485980246633
Paderborn,PA-11,PA-05--PA-08,PA-05,Wald + Wind,0.4715021263968202
Paderborn,PA-11,PA-05--PA-08,PA-08,Wald + Wind,0.5284978736031798
Paderborn,PA-11,PA-05--PA-08,PA-05,Vollstaendig,0.4785768446894347
Paderborn,PA-11,PA-05--PA-08,PA-08,Vollstaendig,0.5214231553105654
Paderborn,PA-11,PA-05--PA-09,PA-05,Gleichgewichtung,0.5
Paderborn,PA-11,PA-05--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-11,PA-05--PA-09,PA-05,1/d^2,0.2036809559747186
Paderborn,PA-11,PA-05--PA-09,PA-09,1/d^2,0.7963190440252813
Paderborn,PA-11,PA-05--PA-09,PA-05,Wald + Wind,0.524350193974951
Paderborn,PA-11,PA-05--PA-09,PA-09,Wald + Wind,0.4756498060250491
Paderborn,PA-11,PA-05--PA-09,PA-05,Vollstaendig,0.4802229337387152
Paderborn,PA-11,PA-05--PA-09,PA-09,Vollstaendig,0.5197770662612847
Paderborn,PA-11,PA-05--PA-10,PA-05,Gleichgewichtung,0.5
Paderborn,PA-11,PA-05--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-11,PA-05--PA-10,PA-05,1/d^2,0.0941989336160744
Paderborn,PA-11,PA-05--PA-10,PA-10,1/d^2,0.9058010663839255
Paderborn,PA-11,PA-05--PA-10,PA-05,Wald + Wind,0.4842087785341883
Paderborn,PA-11,PA-05--PA-10,PA-10,Wald + Wind,0.5157912214658118
Paderborn,PA-11,PA-05--PA-10,PA-05,Vollstaendig,0.5201865608944819
Paderborn,PA-11,PA-05--PA-10,PA-10,Vollstaendig,0.4798134391055181
Paderborn,PA-11,PA-05--PA-12,PA-05,Gleichgewichtung,0.5
Paderborn,PA-11,PA-05--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-11,PA-05--PA-12,PA-05,1/d^2,0.0168295321655446
Paderborn,PA-11,PA-05--PA-12,PA-12,1/d^2,0.9831704678344554
Paderborn,PA-11,PA-05--PA-12,PA-05,Wald + Wind,0.3857203520256644
Paderborn,PA-11,PA-05--PA-12,PA-12,Wald + Wind,0.6142796479743355
Paderborn,PA-11,PA-05--PA-12,PA-05,Vollstaendig,0.4306856469518245
Paderborn,PA-11,PA-05--PA-12,PA-12,Vollstaendig,0.5693143530481755
Paderborn,PA-11,PA-06--PA-07,PA-06,Gleichgewichtung,0.5
Paderborn,PA-11,PA-06--PA-07,PA-07,Gleichgewichtung,0.5
Paderborn,PA-11,PA-06--PA-07,PA-06,1/d^2,0.5237740343342141
Paderborn,PA-11,PA-06--PA-07,PA-07,1/d^2,0.4762259656657858
Paderborn,PA-11,PA-06--PA-07,PA-06,Wald + Wind,0.5037708749686307
Paderborn,PA-11,PA-06--PA-07,PA-07,Wald + Wind,0.4962291250313693
Paderborn,PA-11,PA-06--PA-07,PA-06,Vollstaendig,0.4640656187281981
Paderborn,PA-11,PA-06--PA-07,PA-07,Vollstaendig,0.5359343812718018
Paderborn,PA-11,PA-06--PA-08,PA-06,Gleichgewichtung,0.5
Paderborn,PA-11,PA-06--PA-08,PA-08,Gleichgewichtung,0.5
Paderborn,PA-11,PA-06--PA-08,PA-06,1/d^2,0.5792856516212521
Paderborn,PA-11,PA-06--PA-08,PA-08,1/d^2,0.420714348378748
Paderborn,PA-11,PA-06--PA-08,PA-06,Wald + Wind,0.5017644074279649
Paderborn,PA-11,PA-06--PA-08,PA-08,Wald + Wind,0.4982355925720351
Paderborn,PA-11,PA-06--PA-08,PA-06,Vollstaendig,0.4546857887729083
Paderborn,PA-11,PA-06--PA-08,PA-08,Vollstaendig,0.5453142112270917
Paderborn,PA-11,PA-06--PA-09,PA-06,Gleichgewichtung,0.5
Paderborn,PA-11,PA-06--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-11,PA-06--PA-09,PA-06,1/d^2,0.3340858203403723
Paderborn,PA-11,PA-06--PA-09,PA-09,1/d^2,0.6659141796596276
Paderborn,PA-11,PA-06--PA-09,PA-06,Wald + Wind,0.5544459387292905
Paderborn,PA-11,PA-06--PA-09,PA-09,Wald + Wind,0.4455540612707095
Paderborn,PA-11,PA-06--PA-09,PA-06,Vollstaendig,0.456321618045245
Paderborn,PA-11,PA-06--PA-09,PA-09,Vollstaendig,0.5436783819547549
Paderborn,PA-11,PA-06--PA-10,PA-06,Gleichgewichtung,0.5
Paderborn,PA-11,PA-06--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-11,PA-06--PA-10,PA-06,1/d^2,0.1694220764495496
Paderborn,PA-11,PA-06--PA-10,PA-10,1/d^2,0.8305779235504502
Paderborn,PA-11,PA-06--PA-10,PA-06,Wald + Wind,0.5144926715812415
Paderborn,PA-11,PA-06--PA-10,PA-10,Wald + Wind,0.4855073284187585
Paderborn,PA-11,PA-06--PA-10,PA-06,Vollstaendig,0.4961950032466696
Paderborn,PA-11,PA-06--PA-10,PA-10,Vollstaendig,0.5038049967533303
Paderborn,PA-11,PA-06--PA-12,PA-06,Gleichgewichtung,0.5
Paderborn,PA-11,PA-06--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-11,PA-06--PA-12,PA-06,1/d^2,0.0324846028568085
Paderborn,PA-11,PA-06--PA-12,PA-12,1/d^2,0.9675153971431916
Paderborn,PA-11,PA-06--PA-12,PA-06,Wald + Wind,0.4147981490589171
Paderborn,PA-11,PA-06--PA-12,PA-12,Wald + Wind,0.5852018509410829
Paderborn,PA-11,PA-06--PA-12,PA-06,Vollstaendig,0.407317775894857
Paderborn,PA-11,PA-06--PA-12,PA-12,Vollstaendig,0.592682224105143
Paderborn,PA-11,PA-07--PA-08,PA-07,Gleichgewichtung,0.5
Paderborn,PA-11,PA-07--PA-08,PA-08,Gleichgewichtung,0.5
Paderborn,PA-11,PA-07--PA-08,PA-07,1/d^2,0.5559333412118893
Paderborn,PA-11,PA-07--PA-08,PA-08,1/d^2,0.4440666587881107
Paderborn,PA-11,PA-07--PA-08,PA-07,Wald + Wind,0.497993479058911
Paderborn,PA-11,PA-07--PA-08,PA-08,Wald + Wind,0.5020065209410889
Paderborn,PA-11,PA-07--PA-08,PA-07,Vollstaendig,0.4905586753686293
Paderborn,PA-11,PA-07--PA-08,PA-08,Vollstaendig,0.5094413246313706
Paderborn,PA-11,PA-07--PA-09,PA-07,Gleichgewichtung,0.5
Paderborn,PA-11,PA-07--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-11,PA-07--PA-09,PA-07,1/d^2,0.3132581609489664
Paderborn,PA-11,PA-07--PA-09,PA-09,1/d^2,0.6867418390510336
Paderborn,PA-11,PA-07--PA-09,PA-07,Wald + Wind,0.5507167141170994
Paderborn,PA-11,PA-07--PA-09,PA-09,Wald + Wind,0.4492832858829005
Paderborn,PA-11,PA-07--PA-09,PA-07,Vollstaendig,0.4922070735909534
Paderborn,PA-11,PA-07--PA-09,PA-09,Vollstaendig,0.5077929264090466
Paderborn,PA-11,PA-07--PA-10,PA-07,Gleichgewichtung,0.5
Paderborn,PA-11,PA-07--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-11,PA-07--PA-10,PA-07,1/d^2,0.1564481722314482
Paderborn,PA-11,PA-07--PA-10,PA-10,1/d^2,0.8435518277685516
Paderborn,PA-11,PA-07--PA-10,PA-07,Wald + Wind,0.510724140912066
Paderborn,PA-11,PA-07--PA-10,PA-10,Wald + Wind,0.4892758590879341
Paderborn,PA-11,PA-07--PA-10,PA-07,Vollstaendig,0.5321469663635562
Paderborn,PA-11,PA-07--PA-10,PA-10,Vollstaendig,0.4678530336364437
Paderborn,PA-11,PA-07--PA-12,PA-07,Gleichgewichtung,0.5
Paderborn,PA-11,PA-07--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-11,PA-07--PA-12,PA-07,1/d^2,0.0296230157838317
Paderborn,PA-11,PA-07--PA-12,PA-12,1/d^2,0.9703769842161682
Paderborn,PA-11,PA-07--PA-12,PA-07,Wald + Wind,0.4111414699289338
Paderborn,PA-11,PA-07--PA-12,PA-12,Wald + Wind,0.5888585300710661
Paderborn,PA-11,PA-07--PA-12,PA-07,Vollstaendig,0.4424859601013778
Paderborn,PA-11,PA-07--PA-12,PA-12,Vollstaendig,0.5575140398986222
Paderborn,PA-11,PA-08--PA-09,PA-08,Gleichgewichtung,0.5
Paderborn,PA-11,PA-08--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-11,PA-08--PA-09,PA-08,1/d^2,0.2670572560975911
Paderborn,PA-11,PA-08--PA-09,PA-09,1/d^2,0.7329427439024088
Paderborn,PA-11,PA-08--PA-09,PA-08,Wald + Wind,0.552701782450034
Paderborn,PA-11,PA-08--PA-09,PA-09,Wald + Wind,0.447298217549966
Paderborn,PA-11,PA-08--PA-09,PA-08,Vollstaendig,0.5016488834923507
Paderborn,PA-11,PA-08--PA-09,PA-09,Vollstaendig,0.4983511165076494
Paderborn,PA-11,PA-08--PA-10,PA-08,Gleichgewichtung,0.5
Paderborn,PA-11,PA-08--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-11,PA-08--PA-10,PA-08,1/d^2,0.1290291377587949
Paderborn,PA-11,PA-08--PA-10,PA-10,1/d^2,0.870970862241205
Paderborn,PA-11,PA-08--PA-10,PA-08,Wald + Wind,0.5127295661830726
Paderborn,PA-11,PA-08--PA-10,PA-10,Wald + Wind,0.4872704338169272
Paderborn,PA-11,PA-08--PA-10,PA-08,Vollstaendig,0.5415378623775658
Paderborn,PA-11,PA-08--PA-10,PA-10,Vollstaendig,0.4584621376224341
Paderborn,PA-11,PA-08--PA-12,PA-08,Gleichgewichtung,0.5
Paderborn,PA-11,PA-08--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-11,PA-08--PA-12,PA-08,1/d^2,0.023804070141821
Paderborn,PA-11,PA-08--PA-12,PA-12,1/d^2,0.9761959298581788
Paderborn,PA-11,PA-08--PA-12,PA-08,Wald + Wind,0.4130860050251222
Paderborn,PA-11,PA-08--PA-12,PA-12,Wald + Wind,0.5869139949748778
Paderborn,PA-11,PA-08--PA-12,PA-08,Vollstaendig,0.4518226418300795
Paderborn,PA-11,PA-08--PA-12,PA-12,Vollstaendig,0.5481773581699205
Paderborn,PA-11,PA-09--PA-10,PA-09,Gleichgewichtung,0.5
Paderborn,PA-11,PA-09--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-11,PA-09--PA-10,PA-09,1/d^2,0.2890575335501659
Paderborn,PA-11,PA-09--PA-10,PA-10,1/d^2,0.710942466449834
Paderborn,PA-11,PA-09--PA-10,PA-09,Wald + Wind,0.4599202303400614
Paderborn,PA-11,PA-09--PA-10,PA-10,Wald + Wind,0.5400797696599385
Paderborn,PA-11,PA-09--PA-10,PA-09,Vollstaendig,0.5398999100394242
Paderborn,PA-11,PA-09--PA-10,PA-10,Vollstaendig,0.4601000899605759
Paderborn,PA-11,PA-09--PA-12,PA-09,Gleichgewichtung,0.5
Paderborn,PA-11,PA-09--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-11,PA-09--PA-12,PA-09,1/d^2,0.0627258473094486
Paderborn,PA-11,PA-09--PA-12,PA-12,1/d^2,0.9372741526905514
Paderborn,PA-11,PA-09--PA-12,PA-09,Wald + Wind,0.3628962498009109
Paderborn,PA-11,PA-09--PA-12,PA-12,Wald + Wind,0.6371037501990892
Paderborn,PA-11,PA-09--PA-12,PA-09,Vollstaendig,0.450189585865914
Paderborn,PA-11,PA-09--PA-12,PA-12,Vollstaendig,0.5498104141340859
Paderborn,PA-11,PA-10--PA-12,PA-10,Gleichgewichtung,0.5
Paderborn,PA-11,PA-10--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-11,PA-10--PA-12,PA-10,1/d^2,0.1413361450388674
Paderborn,PA-11,PA-10--PA-12,PA-12,1/d^2,0.8586638549611326
Paderborn,PA-11,PA-10--PA-12,PA-10,Wald + Wind,0.4007954694646412
Paderborn,PA-11,PA-10--PA-12,PA-12,Wald + Wind,0.5992045305353587
Paderborn,PA-11,PA-10--PA-12,PA-10,Vollstaendig,0.4109972233513801
Paderborn,PA-11,PA-10--PA-12,PA-12,Vollstaendig,0.5890027766486199
Paderborn,PA-12,PA-01--PA-02,PA-01,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-02,PA-02,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-02,PA-01,1/d^2,0.5187703227348701
Paderborn,PA-12,PA-01--PA-02,PA-02,1/d^2,0.4812296772651299
Paderborn,PA-12,PA-01--PA-02,PA-01,Wald + Wind,0.2919862609612505
Paderborn,PA-12,PA-01--PA-02,PA-02,Wald + Wind,0.7080137390387494
Paderborn,PA-12,PA-01--PA-02,PA-01,Vollstaendig,0.3879267681349885
Paderborn,PA-12,PA-01--PA-02,PA-02,Vollstaendig,0.6120732318650114
Paderborn,PA-12,PA-01--PA-03,PA-01,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-03,PA-03,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-03,PA-01,1/d^2,0.3880899814953901
Paderborn,PA-12,PA-01--PA-03,PA-03,1/d^2,0.61191001850461
Paderborn,PA-12,PA-01--PA-03,PA-01,Wald + Wind,0.3392292745301503
Paderborn,PA-12,PA-01--PA-03,PA-03,Wald + Wind,0.6607707254698497
Paderborn,PA-12,PA-01--PA-03,PA-01,Vollstaendig,0.4077933475740504
Paderborn,PA-12,PA-01--PA-03,PA-03,Vollstaendig,0.5922066524259495
Paderborn,PA-12,PA-01--PA-04,PA-01,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-04,PA-04,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-04,PA-01,1/d^2,0.3328303714416948
Paderborn,PA-12,PA-01--PA-04,PA-04,1/d^2,0.6671696285583051
Paderborn,PA-12,PA-01--PA-04,PA-01,Wald + Wind,0.3506728015813537
Paderborn,PA-12,PA-01--PA-04,PA-04,Wald + Wind,0.6493271984186463
Paderborn,PA-12,PA-01--PA-04,PA-01,Vollstaendig,0.455996566376716
Paderborn,PA-12,PA-01--PA-04,PA-04,Vollstaendig,0.544003433623284
Paderborn,PA-12,PA-01--PA-05,PA-01,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-05,PA-05,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-05,PA-01,1/d^2,0.2311876236583723
Paderborn,PA-12,PA-01--PA-05,PA-05,1/d^2,0.7688123763416277
Paderborn,PA-12,PA-01--PA-05,PA-01,Wald + Wind,0.2209618140340249
Paderborn,PA-12,PA-01--PA-05,PA-05,Wald + Wind,0.779038185965975
Paderborn,PA-12,PA-01--PA-05,PA-01,Vollstaendig,0.3891706906380686
Paderborn,PA-12,PA-01--PA-05,PA-05,Vollstaendig,0.6108293093619312
Paderborn,PA-12,PA-01--PA-06,PA-01,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-06,PA-06,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-06,PA-01,1/d^2,0.1315478415262358
Paderborn,PA-12,PA-01--PA-06,PA-06,1/d^2,0.8684521584737641
Paderborn,PA-12,PA-01--PA-06,PA-01,Wald + Wind,0.2019678568013929
Paderborn,PA-12,PA-01--PA-06,PA-06,Wald + Wind,0.7980321431986072
Paderborn,PA-12,PA-01--PA-06,PA-01,Vollstaendig,0.4120019065392785
Paderborn,PA-12,PA-01--PA-06,PA-06,Vollstaendig,0.5879980934607215
Paderborn,PA-12,PA-01--PA-07,PA-01,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-07,PA-07,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-07,PA-01,1/d^2,0.1531097521786431
Paderborn,PA-12,PA-01--PA-07,PA-07,1/d^2,0.8468902478213568
Paderborn,PA-12,PA-01--PA-07,PA-01,Wald + Wind,0.1923053610737201
Paderborn,PA-12,PA-01--PA-07,PA-07,Wald + Wind,0.80769463892628
Paderborn,PA-12,PA-01--PA-07,PA-01,Vollstaendig,0.3719947408490215
Paderborn,PA-12,PA-01--PA-07,PA-07,Vollstaendig,0.6280052591509785
Paderborn,PA-12,PA-01--PA-08,PA-01,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-08,PA-08,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-08,PA-01,1/d^2,0.1853002758968311
Paderborn,PA-12,PA-01--PA-08,PA-08,1/d^2,0.8146997241031687
Paderborn,PA-12,PA-01--PA-08,PA-01,Wald + Wind,0.2104859705933429
Paderborn,PA-12,PA-01--PA-08,PA-08,Wald + Wind,0.7895140294066572
Paderborn,PA-12,PA-01--PA-08,PA-01,Vollstaendig,0.368346451606669
Paderborn,PA-12,PA-01--PA-08,PA-08,Vollstaendig,0.631653548393331
Paderborn,PA-12,PA-01--PA-09,PA-01,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-09,PA-01,1/d^2,0.0451063046900189
Paderborn,PA-12,PA-01--PA-09,PA-09,1/d^2,0.9548936953099808
Paderborn,PA-12,PA-01--PA-09,PA-01,Wald + Wind,0.2210740225885692
Paderborn,PA-12,PA-01--PA-09,PA-09,Wald + Wind,0.7789259774114308
Paderborn,PA-12,PA-01--PA-09,PA-01,Vollstaendig,0.365611260454759
Paderborn,PA-12,PA-01--PA-09,PA-09,Vollstaendig,0.634388739545241
Paderborn,PA-12,PA-01--PA-10,PA-01,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-10,PA-01,1/d^2,0.0372222772844315
Paderborn,PA-12,PA-01--PA-10,PA-10,1/d^2,0.9627777227155684
Paderborn,PA-12,PA-01--PA-10,PA-01,Wald + Wind,0.1931864830926277
Paderborn,PA-12,PA-01--PA-10,PA-10,Wald + Wind,0.8068135169073724
Paderborn,PA-12,PA-01--PA-10,PA-01,Vollstaendig,0.4039723218965151
Paderborn,PA-12,PA-01--PA-10,PA-10,Vollstaendig,0.5960276781034848
Paderborn,PA-12,PA-01--PA-11,PA-01,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-11,PA-11,Gleichgewichtung,0.5
Paderborn,PA-12,PA-01--PA-11,PA-01,1/d^2,0.0043300229840117
Paderborn,PA-12,PA-01--PA-11,PA-11,1/d^2,0.9956699770159884
Paderborn,PA-12,PA-01--PA-11,PA-01,Wald + Wind,0.0879237136652826
Paderborn,PA-12,PA-01--PA-11,PA-11,Wald + Wind,0.9120762863347174
Paderborn,PA-12,PA-01--PA-11,PA-01,Vollstaendig,0.3009608786169875
Paderborn,PA-12,PA-01--PA-11,PA-11,Vollstaendig,0.6990391213830124
Paderborn,PA-12,PA-02--PA-03,PA-02,Gleichgewichtung,0.5
Paderborn,PA-12,PA-02--PA-03,PA-03,Gleichgewichtung,0.5
Paderborn,PA-12,PA-02--PA-03,PA-02,1/d^2,0.3704085314623259
Paderborn,PA-12,PA-02--PA-03,PA-03,1/d^2,0.6295914685376741
Paderborn,PA-12,PA-02--PA-03,PA-02,Wald + Wind,0.5545386535605268
Paderborn,PA-12,PA-02--PA-03,PA-03,Wald + Wind,0.4454613464394732
Paderborn,PA-12,PA-02--PA-03,PA-02,Vollstaendig,0.5207231845001055
Paderborn,PA-12,PA-02--PA-03,PA-03,Vollstaendig,0.4792768154998945
Paderborn,PA-12,PA-02--PA-04,PA-02,Gleichgewichtung,0.5
Paderborn,PA-12,PA-02--PA-04,PA-04,Gleichgewichtung,0.5
Paderborn,PA-12,PA-02--PA-04,PA-02,1/d^2,0.3163649099279605
Paderborn,PA-12,PA-02--PA-04,PA-04,1/d^2,0.6836350900720394
Paderborn,PA-12,PA-02--PA-04,PA-02,Wald + Wind,0.5670127728014045
Paderborn,PA-12,PA-02--PA-04,PA-04,Wald + Wind,0.4329872271985955
Paderborn,PA-12,PA-02--PA-04,PA-02,Vollstaendig,0.5694395933863792
Paderborn,PA-12,PA-02--PA-04,PA-04,Vollstaendig,0.4305604066136209
Paderborn,PA-12,PA-02--PA-05,PA-02,Gleichgewichtung,0.5
Paderborn,PA-12,PA-02--PA-05,PA-05,Gleichgewichtung,0.5
Paderborn,PA-12,PA-02--PA-05,PA-02,1/d^2,0.2181066916166693
Paderborn,PA-12,PA-02--PA-05,PA-05,1/d^2,0.7818933083833306
Paderborn,PA-12,PA-02--PA-05,PA-02,Wald + Wind,0.4074991610141088
Paderborn,PA-12,PA-02--PA-05,PA-05,Wald + Wind,0.5925008389858911
Paderborn,PA-12,PA-02--PA-05,PA-02,Vollstaendig,0.5013089567020287
Paderborn,PA-12,PA-02--PA-05,PA-05,Vollstaendig,0.4986910432979713
Paderborn,PA-12,PA-02--PA-06,PA-02,Gleichgewichtung,0.5
Paderborn,PA-12,PA-02--PA-06,PA-06,Gleichgewichtung,0.5
Paderborn,PA-12,PA-02--PA-06,PA-02,1/d^2,0.1232012286472768
Paderborn,PA-12,PA-02--PA-06,PA-06,1/d^2,0.8767987713527232
Paderborn,PA-12,PA-02--PA-06,PA-02,Wald + Wind,0.3802979986668238
Paderborn,PA-12,PA-02--PA-06,PA-06,Wald + Wind,0.6197020013331762
Paderborn,PA-12,PA-02--PA-06,PA-02,Vollstaendig,0.5250638815352613
Paderborn,PA-12,PA-02--PA-06,PA-06,Vollstaendig,0.4749361184647387
Paderborn,PA-12,PA-02--PA-07,PA-02,Gleichgewichtung,0.5
Paderborn,PA-12,PA-02--PA-07,PA-07,Gleichgewichtung,0.5
Paderborn,PA-12,PA-02--PA-07,PA-02,1/d^2,0.143621301116906
Paderborn,PA-12,PA-02--PA-07,PA-07,1/d^2,0.8563786988830939
Paderborn,PA-12,PA-02--PA-07,PA-02,Wald + Wind,0.3660169013773166
Paderborn,PA-12,PA-02--PA-07,PA-07,Wald + Wind,0.6339830986226833
Paderborn,PA-12,PA-02--PA-07,PA-02,Vollstaendig,0.4830980751541628
Paderborn,PA-12,PA-02--PA-07,PA-07,Vollstaendig,0.516901924845837
Paderborn,PA-12,PA-02--PA-08,PA-02,Gleichgewichtung,0.5
Paderborn,PA-12,PA-02--PA-08,PA-08,Gleichgewichtung,0.5
Paderborn,PA-12,PA-02--PA-08,PA-02,1/d^2,0.1742273298613389
Paderborn,PA-12,PA-02--PA-08,PA-08,1/d^2,0.8257726701386611
Paderborn,PA-12,PA-02--PA-08,PA-02,Wald + Wind,0.3926368242697874
Paderborn,PA-12,PA-02--PA-08,PA-08,Wald + Wind,0.6073631757302126
Paderborn,PA-12,PA-02--PA-08,PA-02,Vollstaendig,0.4791915842005367
Paderborn,PA-12,PA-02--PA-08,PA-08,Vollstaendig,0.5208084157994634
Paderborn,PA-12,PA-02--PA-09,PA-02,Gleichgewichtung,0.5
Paderborn,PA-12,PA-02--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-12,PA-02--PA-09,PA-02,1/d^2,0.0419792261599246
Paderborn,PA-12,PA-02--PA-09,PA-09,1/d^2,0.9580207738400752
