standort,zielcluster,referenzpaar,gewichtungsverfahren,log_transferfehler_kombiniert
Bad Berleburg,BB-01,BB-03--BB-07,Gleichgewichtung,-0.0848571408810419
Bad Berleburg,BB-01,BB-03--BB-07,1/d^2,-0.0680833552653485
Bad Berleburg,BB-01,BB-03--BB-07,Wald + Wind,-0.0803697735367871
Bad Berleburg,BB-01,BB-03--BB-07,Vollstaendig,-0.078727048512895
Bad Berleburg,BB-01,BB-04--BB-05,Gleichgewichtung,-0.1722316646725599
Bad Berleburg,BB-01,BB-04--BB-05,1/d^2,-0.1681908057274504
Bad Berleburg,BB-01,BB-04--BB-05,Wald + Wind,-0.1736686553997524
Bad Berleburg,BB-01,BB-04--BB-05,Vollstaendig,-0.1745019082300414
Bad Berleburg,BB-01,BB-04--BB-06,Gleichgewichtung,-0.1758179726013563
Bad Berleburg,BB-01,BB-04--BB-06,1/d^2,-0.1671904212735334
Bad Berleburg,BB-01,BB-04--BB-06,Wald + Wind,-0.1722176686131641
Bad Berleburg,BB-01,BB-04--BB-06,Vollstaendig,-0.1725607551515328
Bad Berleburg,BB-01,BB-04--BB-07,Gleichgewichtung,-0.1319591052194127
Bad Berleburg,BB-01,BB-04--BB-07,1/d^2,-0.1502643310374291
Bad Berleburg,BB-01,BB-04--BB-07,Wald + Wind,-0.1347248129957447
Bad Berleburg,BB-01,BB-04--BB-07,Vollstaendig,-0.1381978273725203
Bad Berleburg,BB-01,BB-05--BB-06,Gleichgewichtung,-0.1887914154259393
Bad Berleburg,BB-01,BB-05--BB-06,1/d^2,-0.1878737242970994
Bad Berleburg,BB-01,BB-05--BB-06,Wald + Wind,-0.1876174580870328
Bad Berleburg,BB-01,BB-05--BB-06,Vollstaendig,-0.187475251640323
Bad Berleburg,BB-01,BB-05--BB-07,Gleichgewichtung,-0.1443723750368848
Bad Berleburg,BB-01,BB-05--BB-07,1/d^2,-0.1624179317709063
Bad Berleburg,BB-01,BB-05--BB-07,Wald + Wind,-0.1528481376841022
Bad Berleburg,BB-01,BB-05--BB-07,Vollstaendig,-0.1600805049992267
Bad Berleburg,BB-01,BB-06--BB-07,Gleichgewichtung,-0.1478599778532641
Bad Berleburg,BB-01,BB-06--BB-07,1/d^2,-0.1575009952345933
Bad Berleburg,BB-01,BB-06--BB-07,Wald + Wind,-0.1426542027402654
Bad Berleburg,BB-01,BB-06--BB-07,Vollstaendig,-0.1492882582254338
Bad Berleburg,BB-02,BB-01--BB-03,Gleichgewichtung,0.0387940641836744
Bad Berleburg,BB-02,BB-01--BB-03,1/d^2,0.0319171105732439
Bad Berleburg,BB-02,BB-01--BB-03,Wald + Wind,0.0447813702196414
Bad Berleburg,BB-02,BB-01--BB-03,Vollstaendig,0.0455618494678177
Bad Berleburg,BB-02,BB-01--BB-04,Gleichgewichtung,-0.0058252104076899
Bad Berleburg,BB-02,BB-01--BB-04,1/d^2,-0.0313312199044689
Bad Berleburg,BB-02,BB-01--BB-04,Wald + Wind,-0.0035208162730045
Bad Berleburg,BB-02,BB-01--BB-04,Vollstaendig,-0.0027194963776058
Bad Berleburg,BB-02,BB-01--BB-05,Gleichgewichtung,-0.0175655489595309
Bad Berleburg,BB-02,BB-01--BB-05,1/d^2,-0.0013566106610611
Bad Berleburg,BB-02,BB-01--BB-05,Wald + Wind,-0.0010987789994866
Bad Berleburg,BB-02,BB-01--BB-05,Vollstaendig,-0.0092563453318302
Bad Berleburg,BB-02,BB-01--BB-06,Gleichgewichtung,-0.0208626608418393
Bad Berleburg,BB-02,BB-01--BB-06,1/d^2,0.0255195673335947
Bad Berleburg,BB-02,BB-01--BB-06,Wald + Wind,0.0262655690129604
Bad Berleburg,BB-02,BB-01--BB-06,Vollstaendig,0.0220491584753482
Bad Berleburg,BB-02,BB-01--BB-07,Gleichgewichtung,0.019524183382797
Bad Berleburg,BB-02,BB-01--BB-07,1/d^2,0.0542810289214244
Bad Berleburg,BB-02,BB-01--BB-07,Wald + Wind,0.0203778117425618
Bad Berleburg,BB-02,BB-01--BB-07,Vollstaendig,0.0159840622597762
Bad Berleburg,BB-02,BB-03--BB-04,Gleichgewichtung,-0.0403511648079261
Bad Berleburg,BB-02,BB-03--BB-04,1/d^2,-0.045697716154155
Bad Berleburg,BB-02,BB-03--BB-04,Wald + Wind,-0.0477883897936386
Bad Berleburg,BB-02,BB-03--BB-04,Vollstaendig,-0.0484864438909079
Bad Berleburg,BB-02,BB-03--BB-05,Gleichgewichtung,-0.0525064450543171
Bad Berleburg,BB-02,BB-03--BB-05,1/d^2,-0.030289068465642
Bad Berleburg,BB-02,BB-03--BB-05,Wald + Wind,-0.0528280624098721
Bad Berleburg,BB-02,BB-03--BB-05,Vollstaendig,-0.0598060876321957
Bad Berleburg,BB-02,BB-03--BB-06,Gleichgewichtung,-0.0559209976800146
Bad Berleburg,BB-02,BB-03--BB-06,1/d^2,-0.0160276749649021
Bad Berleburg,BB-02,BB-03--BB-06,Wald + Wind,-0.0338398467696951
Bad Berleburg,BB-02,BB-03--BB-06,Vollstaendig,-0.0386223371087075
Bad Berleburg,BB-02,BB-03--BB-07,Gleichgewichtung,-0.0141228532064592
Bad Berleburg,BB-02,BB-03--BB-07,1/d^2,0.0013364397959422
Bad Berleburg,BB-02,BB-03--BB-07,Wald + Wind,-0.017535119240876
Bad Berleburg,BB-02,BB-03--BB-07,Vollstaendig,-0.0196243508391784
Bad Berleburg,BB-02,BB-04--BB-05,Gleichgewichtung,-0.1014973769979772
Bad Berleburg,BB-02,BB-04--BB-05,1/d^2,-0.0955130560752474
Bad Berleburg,BB-02,BB-04--BB-05,Wald + Wind,-0.0995515919856031
Bad Berleburg,BB-02,BB-04--BB-05,Vollstaendig,-0.100836515922398
Bad Berleburg,BB-02,BB-04--BB-06,Gleichgewichtung,-0.1050836849267737
Bad Berleburg,BB-02,BB-04--BB-06,1/d^2,-0.0935869795218547
Bad Berleburg,BB-02,BB-04--BB-06,Wald + Wind,-0.0971853308637393
Bad Berleburg,BB-02,BB-04--BB-06,Vollstaendig,-0.0980931722831898
Bad Berleburg,BB-02,BB-04--BB-07,Gleichgewichtung,-0.0612248175448299
Bad Berleburg,BB-02,BB-04--BB-07,1/d^2,-0.0836113433901055
Bad Berleburg,BB-02,BB-04--BB-07,Wald + Wind,-0.0608789388539
Bad Berleburg,BB-02,BB-04--BB-07,Vollstaendig,-0.0583506506897834
Bad Berleburg,BB-02,BB-05--BB-06,Gleichgewichtung,-0.1180571277513567
Bad Berleburg,BB-02,BB-05--BB-06,1/d^2,-0.1167897332811418
Bad Berleburg,BB-02,BB-05--BB-06,Wald + Wind,-0.1167645119633585
Bad Berleburg,BB-02,BB-05--BB-06,Vollstaendig,-0.1166658767141304
Bad Berleburg,BB-02,BB-05--BB-07,Gleichgewichtung,-0.0736380873623022
Bad Berleburg,BB-02,BB-05--BB-07,1/d^2,-0.0964039235602707
Bad Berleburg,BB-02,BB-05--BB-07,Wald + Wind,-0.0671020382812151
Bad Berleburg,BB-02,BB-05--BB-07,Vollstaendig,-0.0673955696591459
Bad Berleburg,BB-02,BB-06--BB-07,Gleichgewichtung,-0.0771256901786816
Bad Berleburg,BB-02,BB-06--BB-07,1/d^2,-0.0888436742860162
Bad Berleburg,BB-02,BB-06--BB-07,Wald + Wind,-0.0559516663073641
Bad Berleburg,BB-02,BB-06--BB-07,Vollstaendig,-0.0551889242993838
Bad Berleburg,BB-03,BB-01--BB-02,Gleichgewichtung,0.0301925235304673
Bad Berleburg,BB-03,BB-01--BB-02,1/d^2,0.0267161353494028
Bad Berleburg,BB-03,BB-01--BB-02,Wald + Wind,0.0386249186798424
Bad Berleburg,BB-03,BB-01--BB-02,Vollstaendig,0.0401968055908314
Bad Berleburg,BB-03,BB-01--BB-04,Gleichgewichtung,-0.0116251178072696
Bad Berleburg,BB-03,BB-01--BB-04,1/d^2,-0.0443333032069531
Bad Berleburg,BB-03,BB-01--BB-04,Wald + Wind,0.0051898419110249
Bad Berleburg,BB-03,BB-01--BB-04,Vollstaendig,-9.06032061657159e-05
Bad Berleburg,BB-03,BB-01--BB-05,Gleichgewichtung,-0.0233654563591107
Bad Berleburg,BB-03,BB-01--BB-05,1/d^2,-0.0095178357136875
Bad Berleburg,BB-03,BB-01--BB-05,Wald + Wind,-0.0084032375897446
Bad Berleburg,BB-03,BB-01--BB-05,Vollstaendig,-0.0091086452619333
Bad Berleburg,BB-03,BB-01--BB-06,Gleichgewichtung,-0.0266625682414192
Bad Berleburg,BB-03,BB-01--BB-06,1/d^2,0.0213355323117513
Bad Berleburg,BB-03,BB-01--BB-06,Wald + Wind,0.0043155635851015
Bad Berleburg,BB-03,BB-01--BB-06,Vollstaendig,-0.0038934647819697
Bad Berleburg,BB-03,BB-01--BB-07,Gleichgewichtung,0.0137242759832172
Bad Berleburg,BB-03,BB-01--BB-07,1/d^2,0.0506341329692083
Bad Berleburg,BB-03,BB-01--BB-07,Wald + Wind,0.034375660701916
Bad Berleburg,BB-03,BB-01--BB-07,Vollstaendig,0.043272421725933
Bad Berleburg,BB-03,BB-02--BB-04,Gleichgewichtung,-0.0491838024177048
Bad Berleburg,BB-03,BB-02--BB-04,1/d^2,-0.0634255657896735
Bad Berleburg,BB-03,BB-02--BB-04,Wald + Wind,-0.0504186983597241
Bad Berleburg,BB-03,BB-02--BB-04,Vollstaendig,-0.0556157091295977
Bad Berleburg,BB-03,BB-02--BB-05,Gleichgewichtung,-0.061376228291173
Bad Berleburg,BB-03,BB-02--BB-05,1/d^2,-0.0474395548240761
Bad Berleburg,BB-03,BB-02--BB-05,Wald + Wind,-0.0659208181761108
Bad Berleburg,BB-03,BB-02--BB-05,Vollstaendig,-0.0691115860039629
Bad Berleburg,BB-03,BB-02--BB-06,Gleichgewichtung,-0.064801297274869
Bad Berleburg,BB-03,BB-02--BB-06,1/d^2,-0.0300704094120357
Bad Berleburg,BB-03,BB-02--BB-06,Wald + Wind,-0.0589828972105359
Bad Berleburg,BB-03,BB-02--BB-06,Vollstaendig,-0.0676962657344168
Bad Berleburg,BB-03,BB-02--BB-07,Gleichgewichtung,-0.0228768654290866
Bad Berleburg,BB-03,BB-02--BB-07,1/d^2,-0.0098661519813172
Bad Berleburg,BB-03,BB-02--BB-07,Wald + Wind,-0.0198818700952078
Bad Berleburg,BB-03,BB-02--BB-07,Vollstaendig,-0.017006782913555
Bad Berleburg,BB-03,BB-04--BB-05,Gleichgewichtung,-0.1072972843975572
Bad Berleburg,BB-03,BB-04--BB-05,1/d^2,-0.1005962451324794
Bad Berleburg,BB-03,BB-04--BB-05,Wald + Wind,-0.1079604882536728
Bad Berleburg,BB-03,BB-04--BB-05,Vollstaendig,-0.107169355692577
Bad Berleburg,BB-03,BB-04--BB-06,Gleichgewichtung,-0.1108835923263534
Bad Berleburg,BB-03,BB-04--BB-06,1/d^2,-0.0984420177606733
Bad Berleburg,BB-03,BB-04--BB-06,Wald + Wind,-0.108849802314024
Bad Berleburg,BB-03,BB-04--BB-06,Vollstaendig,-0.1092744681399033
Bad Berleburg,BB-03,BB-04--BB-07,Gleichgewichtung,-0.06702472494441
Bad Berleburg,BB-03,BB-04--BB-07,1/d^2,-0.0908779232415449
Bad Berleburg,BB-03,BB-04--BB-07,Wald + Wind,-0.0724942207254235
Bad Berleburg,BB-03,BB-04--BB-07,Vollstaendig,-0.0796821395770311
Bad Berleburg,BB-03,BB-05--BB-06,Gleichgewichtung,-0.1238570351509364
Bad Berleburg,BB-03,BB-05--BB-06,1/d^2,-0.1224317448446654
Bad Berleburg,BB-03,BB-05--BB-06,Wald + Wind,-0.1232238336738363
Bad Berleburg,BB-03,BB-05--BB-06,Vollstaendig,-0.123537415989301
Bad Berleburg,BB-03,BB-05--BB-07,Gleichgewichtung,-0.0794379947618821
Bad Berleburg,BB-03,BB-05--BB-07,1/d^2,-0.1050594368126388
Bad Berleburg,BB-03,BB-05--BB-07,Wald + Wind,-0.0894810263222018
Bad Berleburg,BB-03,BB-05--BB-07,Vollstaendig,-0.0978160556587872
Bad Berleburg,BB-03,BB-06--BB-07,Gleichgewichtung,-0.0829255975782612
Bad Berleburg,BB-03,BB-06--BB-07,1/d^2,-0.0970013255749902
Bad Berleburg,BB-03,BB-06--BB-07,Wald + Wind,-0.0863962010563843
Bad Berleburg,BB-03,BB-06--BB-07,Vollstaendig,-0.0997716931016604
Bad Berleburg,BB-04,BB-01--BB-02,Gleichgewichtung,0.1247280792931714
Bad Berleburg,BB-04,BB-01--BB-02,1/d^2,0.1048720947639814
Bad Berleburg,BB-04,BB-01--BB-02,Wald + Wind,0.1229770094367065
Bad Berleburg,BB-04,BB-01--BB-02,Vollstaendig,0.1259009872744121
Bad Berleburg,BB-04,BB-01--BB-03,Gleichgewichtung,0.1275297125467987
Bad Berleburg,BB-04,BB-01--BB-03,1/d^2,0.1049448855826282
Bad Berleburg,BB-04,BB-01--BB-03,Wald + Wind,0.1301433950026553
Bad Berleburg,BB-04,BB-01--BB-03,Vollstaendig,0.129500079589845
Bad Berleburg,BB-04,BB-01--BB-05,Gleichgewichtung,0.0711700994035933
Bad Berleburg,BB-04,BB-01--BB-05,1/d^2,0.0010867154872024
Bad Berleburg,BB-04,BB-01--BB-05,Wald + Wind,0.0689638997689094
Bad Berleburg,BB-04,BB-01--BB-05,Vollstaendig,0.076212680647305
Bad Berleburg,BB-04,BB-01--BB-06,Gleichgewichtung,0.0678729875212848
Bad Berleburg,BB-04,BB-01--BB-06,1/d^2,0.0468029485506136
Bad Berleburg,BB-04,BB-01--BB-06,Wald + Wind,0.0935024963881556
Bad Berleburg,BB-04,BB-01--BB-06,Vollstaendig,0.0882400896722152
Bad Berleburg,BB-04,BB-01--BB-07,Gleichgewichtung,0.1082598317459211
Bad Berleburg,BB-04,BB-01--BB-07,1/d^2,0.1195087620126473
Bad Berleburg,BB-04,BB-01--BB-07,Wald + Wind,0.1101602124230101
Bad Berleburg,BB-04,BB-01--BB-07,Vollstaendig,0.121722376302137
Bad Berleburg,BB-04,BB-02--BB-03,Gleichgewichtung,0.0916398069227509
Bad Berleburg,BB-04,BB-02--BB-03,1/d^2,0.0922594156000694
Bad Berleburg,BB-04,BB-02--BB-03,Wald + Wind,0.0912638824900256
Bad Berleburg,BB-04,BB-02--BB-03,Vollstaendig,0.0915596846372722
Bad Berleburg,BB-04,BB-02--BB-05,Gleichgewichtung,0.033159327471531
Bad Berleburg,BB-04,BB-02--BB-05,1/d^2,0.0159264971943696
Bad Berleburg,BB-04,BB-02--BB-05,Wald + Wind,0.0346239551623338
Bad Berleburg,BB-04,BB-02--BB-05,Vollstaendig,0.0343931966197849
Bad Berleburg,BB-04,BB-02--BB-06,Gleichgewichtung,0.029734258487835
Bad Berleburg,BB-04,BB-02--BB-06,1/d^2,0.05288393349693
Bad Berleburg,BB-04,BB-02--BB-06,Wald + Wind,0.0487515902492926
Bad Berleburg,BB-04,BB-02--BB-06,Vollstaendig,0.040771429429607
Bad Berleburg,BB-04,BB-02--BB-07,Gleichgewichtung,0.0716586903336173
Bad Berleburg,BB-04,BB-02--BB-07,1/d^2,0.0834546778527014
Bad Berleburg,BB-04,BB-02--BB-07,Wald + Wind,0.0731308623560454
Bad Berleburg,BB-04,BB-02--BB-07,Vollstaendig,0.0755555260459739
Bad Berleburg,BB-04,BB-03--BB-05,Gleichgewichtung,0.0362292033088071
Bad Berleburg,BB-04,BB-03--BB-05,1/d^2,0.0307479542795493
Bad Berleburg,BB-04,BB-03--BB-05,Wald + Wind,0.0299469385472914
Bad Berleburg,BB-04,BB-03--BB-05,Vollstaendig,0.0358672225795794
Bad Berleburg,BB-04,BB-03--BB-06,Gleichgewichtung,0.0328146506831095
Bad Berleburg,BB-04,BB-03--BB-06,1/d^2,0.0674458471416517
Bad Berleburg,BB-04,BB-03--BB-06,Wald + Wind,0.0451054948751991
Bad Berleburg,BB-04,BB-03--BB-06,Vollstaendig,0.0426827060218531
Bad Berleburg,BB-04,BB-03--BB-07,Gleichgewichtung,0.074612795156665
Bad Berleburg,BB-04,BB-03--BB-07,1/d^2,0.090321287328585
Bad Berleburg,BB-04,BB-03--BB-07,Wald + Wind,0.0737156481604173
Bad Berleburg,BB-04,BB-03--BB-07,Vollstaendig,0.07863559935134
Bad Berleburg,BB-04,BB-05--BB-06,Gleichgewichtung,-0.0293214793882324
Bad Berleburg,BB-04,BB-05--BB-06,1/d^2,-0.027090644866056
Bad Berleburg,BB-04,BB-05--BB-06,Wald + Wind,-0.028256996984581
Bad Berleburg,BB-04,BB-05--BB-06,Vollstaendig,-0.0287333301464935
Bad Berleburg,BB-04,BB-05--BB-07,Gleichgewichtung,0.015097561000822
Bad Berleburg,BB-04,BB-05--BB-07,1/d^2,-0.0181887697403105
Bad Berleburg,BB-04,BB-05--BB-07,Wald + Wind,0.0126958728485411
Bad Berleburg,BB-04,BB-05--BB-07,Vollstaendig,0.0068266951094186
Bad Berleburg,BB-04,BB-06--BB-07,Gleichgewichtung,0.0116099581844427
Bad Berleburg,BB-04,BB-06--BB-07,1/d^2,-0.0065742209328552
Bad Berleburg,BB-04,BB-06--BB-07,Wald + Wind,0.0218794688979301
Bad Berleburg,BB-04,BB-06--BB-07,Vollstaendig,0.0096029718339815
Bad Berleburg,BB-05,BB-01--BB-02,Gleichgewichtung,0.150416505841651
Bad Berleburg,BB-05,BB-01--BB-02,1/d^2,0.135480217446911
Bad Berleburg,BB-05,BB-01--BB-02,Wald + Wind,0.1581820176642375
Bad Berleburg,BB-05,BB-01--BB-02,Vollstaendig,0.1597455146556564
Bad Berleburg,BB-05,BB-01--BB-03,Gleichgewichtung,0.1532181390952784
Bad Berleburg,BB-05,BB-01--BB-03,1/d^2,0.1358822021077863
Bad Berleburg,BB-05,BB-01--BB-03,Wald + Wind,0.1580452906945386
Bad Berleburg,BB-05,BB-01--BB-03,Vollstaendig,0.1613684669055965
Bad Berleburg,BB-05,BB-01--BB-04,Gleichgewichtung,0.108598864503914
Bad Berleburg,BB-05,BB-01--BB-04,1/d^2,0.0384352906696966
Bad Berleburg,BB-05,BB-01--BB-04,Wald + Wind,0.1162882596937772
Bad Berleburg,BB-05,BB-01--BB-04,Vollstaendig,0.1272909583318601
Bad Berleburg,BB-05,BB-01--BB-06,Gleichgewichtung,0.0935614140697645
Bad Berleburg,BB-05,BB-01--BB-06,1/d^2,0.0096239504262711
Bad Berleburg,BB-05,BB-01--BB-06,Wald + Wind,0.126975992576373
Bad Berleburg,BB-05,BB-01--BB-06,Vollstaendig,0.1375334729583629
Bad Berleburg,BB-05,BB-01--BB-07,Gleichgewichtung,0.1339482582944008
Bad Berleburg,BB-05,BB-01--BB-07,1/d^2,0.1102547487516113
Bad Berleburg,BB-05,BB-01--BB-07,Wald + Wind,0.1460444117796793
Bad Berleburg,BB-05,BB-01--BB-07,Vollstaendig,0.1552075120450813
Bad Berleburg,BB-05,BB-02--BB-03,Gleichgewichtung,0.1173282334712306
Bad Berleburg,BB-05,BB-02--BB-03,1/d^2,0.117738870095658
Bad Berleburg,BB-05,BB-02--BB-03,Wald + Wind,0.1175423819461742
Bad Berleburg,BB-05,BB-02--BB-03,Vollstaendig,0.1173685511266981
Bad Berleburg,BB-05,BB-02--BB-04,Gleichgewichtung,0.071040179893479
Bad Berleburg,BB-05,BB-02--BB-04,1/d^2,0.0407753548804865
Bad Berleburg,BB-05,BB-02--BB-04,Wald + Wind,0.0654288611520247
Bad Berleburg,BB-05,BB-02--BB-04,Vollstaendig,0.0697151415694237
Bad Berleburg,BB-05,BB-02--BB-06,Gleichgewichtung,0.0554226850363148
Bad Berleburg,BB-05,BB-02--BB-06,1/d^2,0.0152372589425561
Bad Berleburg,BB-05,BB-02--BB-06,Wald + Wind,0.0641996126565752
Bad Berleburg,BB-05,BB-02--BB-06,Vollstaendig,0.0694478034702399
Bad Berleburg,BB-05,BB-02--BB-07,Gleichgewichtung,0.0973471168820971
Bad Berleburg,BB-05,BB-02--BB-07,1/d^2,0.0967905236872807
Bad Berleburg,BB-05,BB-02--BB-07,Wald + Wind,0.0975484361097515
Bad Berleburg,BB-05,BB-02--BB-07,Vollstaendig,0.1001213739898585
Bad Berleburg,BB-05,BB-03--BB-04,Gleichgewichtung,0.0740729101036779
Bad Berleburg,BB-05,BB-03--BB-04,1/d^2,0.0459759718108932
Bad Berleburg,BB-05,BB-03--BB-04,Wald + Wind,0.0715740114952428
Bad Berleburg,BB-05,BB-03--BB-04,Vollstaendig,0.0733184105228435
Bad Berleburg,BB-05,BB-03--BB-06,Gleichgewichtung,0.0585030772315893
Bad Berleburg,BB-05,BB-03--BB-06,1/d^2,0.0223548996127304
Bad Berleburg,BB-05,BB-03--BB-06,Wald + Wind,0.0721976509686871
Bad Berleburg,BB-05,BB-03--BB-06,Vollstaendig,0.0740120848786801
Bad Berleburg,BB-05,BB-03--BB-07,Gleichgewichtung,0.1003012217051445
Bad Berleburg,BB-05,BB-03--BB-07,1/d^2,0.1025087690193583
Bad Berleburg,BB-05,BB-03--BB-07,Wald + Wind,0.1020196091556201
Bad Berleburg,BB-05,BB-03--BB-07,Vollstaendig,0.1038126267927335
Bad Berleburg,BB-05,BB-04--BB-06,Gleichgewichtung,0.0093403899848301
Bad Berleburg,BB-05,BB-04--BB-06,1/d^2,0.0100490226232007
Bad Berleburg,BB-05,BB-04--BB-06,Wald + Wind,0.013721253858356
Bad Berleburg,BB-05,BB-04--BB-06,Vollstaendig,0.0136240027036346
Bad Berleburg,BB-05,BB-04--BB-07,Gleichgewichtung,0.0531992573667739
Bad Berleburg,BB-05,BB-04--BB-07,1/d^2,0.0352858271141501
Bad Berleburg,BB-05,BB-04--BB-07,Wald + Wind,0.0494559814984076
Bad Berleburg,BB-05,BB-04--BB-07,Vollstaendig,0.0480234293182615
Bad Berleburg,BB-05,BB-06--BB-07,Gleichgewichtung,0.0372983847329224
Bad Berleburg,BB-05,BB-06--BB-07,1/d^2,0.0094939354658708
Bad Berleburg,BB-05,BB-06--BB-07,Wald + Wind,0.0431056307880441
Bad Berleburg,BB-05,BB-06--BB-07,Vollstaendig,0.0405135250905061
Bad Berleburg,BB-06,BB-01--BB-02,Gleichgewichtung,0.1576958587365504
Bad Berleburg,BB-06,BB-01--BB-02,1/d^2,0.1460172671451155
Bad Berleburg,BB-06,BB-01--BB-02,Wald + Wind,0.1666597602528875
Bad Berleburg,BB-06,BB-01--BB-02,Vollstaendig,0.1677480472332499
Bad Berleburg,BB-06,BB-01--BB-03,Gleichgewichtung,0.1604974919901779
Bad Berleburg,BB-06,BB-01--BB-03,1/d^2,0.1471645962719362
Bad Berleburg,BB-06,BB-01--BB-03,Wald + Wind,0.1594000832891822
Bad Berleburg,BB-06,BB-01--BB-03,Vollstaendig,0.1588184161788272
Bad Berleburg,BB-06,BB-01--BB-04,Gleichgewichtung,0.1158782173988135
Bad Berleburg,BB-06,BB-01--BB-04,1/d^2,0.0613587868577432
Bad Berleburg,BB-06,BB-01--BB-04,Wald + Wind,0.1195919214106961
Bad Berleburg,BB-06,BB-01--BB-04,Vollstaendig,0.1167712157451866
Bad Berleburg,BB-06,BB-01--BB-05,Gleichgewichtung,0.1041378788469724
Bad Berleburg,BB-06,BB-01--BB-05,1/d^2,0.0173125922225052
Bad Berleburg,BB-06,BB-01--BB-05,Wald + Wind,0.1056086497721421
Bad Berleburg,BB-06,BB-01--BB-05,Vollstaendig,0.1151785553333525
Bad Berleburg,BB-06,BB-01--BB-07,Gleichgewichtung,0.1412276111893003
Bad Berleburg,BB-06,BB-01--BB-07,1/d^2,0.0940796869627045
Bad Berleburg,BB-06,BB-01--BB-07,Wald + Wind,0.157914422405295
Bad Berleburg,BB-06,BB-01--BB-07,Vollstaendig,0.1685930761280416
Bad Berleburg,BB-06,BB-02--BB-03,Gleichgewichtung,0.12460758636613
Bad Berleburg,BB-06,BB-02--BB-03,1/d^2,0.1248742757265757
Bad Berleburg,BB-06,BB-02--BB-03,Wald + Wind,0.1254367146885642
Bad Berleburg,BB-06,BB-02--BB-03,Vollstaendig,0.125571512147485
Bad Berleburg,BB-06,BB-02--BB-04,Gleichgewichtung,0.0783195327883781
Bad Berleburg,BB-06,BB-02--BB-04,1/d^2,0.0589185356057149
Bad Berleburg,BB-06,BB-02--BB-04,Wald + Wind,0.0689449234368549
Bad Berleburg,BB-06,BB-02--BB-04,Vollstaendig,0.066032050838025
Bad Berleburg,BB-06,BB-02--BB-05,Gleichgewichtung,0.06612710691491
Bad Berleburg,BB-06,BB-02--BB-05,1/d^2,0.0185534822990211
Bad Berleburg,BB-06,BB-02--BB-05,Wald + Wind,0.0523320029334699
Bad Berleburg,BB-06,BB-02--BB-05,Vollstaendig,0.0562829288923084
Bad Berleburg,BB-06,BB-02--BB-07,Gleichgewichtung,0.1046264697769963
Bad Berleburg,BB-06,BB-02--BB-07,1/d^2,0.0912828247998562
Bad Berleburg,BB-06,BB-02--BB-07,Wald + Wind,0.1058548746171158
Bad Berleburg,BB-06,BB-02--BB-07,Vollstaendig,0.1095278166446657
Bad Berleburg,BB-06,BB-03--BB-04,Gleichgewichtung,0.0813522629985772
Bad Berleburg,BB-06,BB-03--BB-04,1/d^2,0.0644165318466821
Bad Berleburg,BB-06,BB-03--BB-04,Wald + Wind,0.0851438811332847
Bad Berleburg,BB-06,BB-03--BB-04,Vollstaendig,0.0843179730854482
Bad Berleburg,BB-06,BB-03--BB-05,Gleichgewichtung,0.0691969827521859
Bad Berleburg,BB-06,BB-03--BB-05,1/d^2,0.0212820304602361
Bad Berleburg,BB-06,BB-03--BB-05,Wald + Wind,0.0721771587417505
Bad Berleburg,BB-06,BB-03--BB-05,Vollstaendig,0.0794047859221814
Bad Berleburg,BB-06,BB-03--BB-07,Gleichgewichtung,0.1075805746000438
Bad Berleburg,BB-06,BB-03--BB-07,1/d^2,0.0927979815630108
Bad Berleburg,BB-06,BB-03--BB-07,Wald + Wind,0.114603688841972
Bad Berleburg,BB-06,BB-03--BB-07,Vollstaendig,0.1188715726916899
Bad Berleburg,BB-06,BB-04--BB-05,Gleichgewichtung,0.020206050808526
Bad Berleburg,BB-06,BB-04--BB-05,1/d^2,0.0126504366909937
Bad Berleburg,BB-06,BB-04--BB-05,Wald + Wind,0.0198098744822495
Bad Berleburg,BB-06,BB-04--BB-05,Vollstaendig,0.0216073079959415
Bad Berleburg,BB-06,BB-04--BB-07,Gleichgewichtung,0.0604786102616731
Bad Berleburg,BB-06,BB-04--BB-07,1/d^2,0.0740752706831048
Bad Berleburg,BB-06,BB-04--BB-07,Wald + Wind,0.0529161198959689
Bad Berleburg,BB-06,BB-04--BB-07,Vollstaendig,0.046271439751552
Bad Berleburg,BB-06,BB-05--BB-07,Gleichgewichtung,0.0480653404442008
Bad Berleburg,BB-06,BB-05--BB-07,1/d^2,0.0434253157461365
Bad Berleburg,BB-06,BB-05--BB-07,Wald + Wind,0.0357661787091106
Bad Berleburg,BB-06,BB-05--BB-07,Vollstaendig,0.0305116975849641
Bad Berleburg,BB-07,BB-01--BB-02,Gleichgewichtung,0.0704430434938058
Bad Berleburg,BB-07,BB-01--BB-02,1/d^2,0.0603877868929769
Bad Berleburg,BB-07,BB-01--BB-02,Wald + Wind,0.0644215576902112
Bad Berleburg,BB-07,BB-01--BB-02,Vollstaendig,0.0596162527203665
Bad Berleburg,BB-07,BB-01--BB-03,Gleichgewichtung,0.0732446767474332
Bad Berleburg,BB-07,BB-01--BB-03,1/d^2,0.0630086315757718
Bad Berleburg,BB-07,BB-01--BB-03,Wald + Wind,0.0788862618810932
Bad Berleburg,BB-07,BB-01--BB-03,Vollstaendig,0.0832946168806783
Bad Berleburg,BB-07,BB-01--BB-04,Gleichgewichtung,0.0286254021560689
Bad Berleburg,BB-07,BB-01--BB-04,1/d^2,-0.014403411564211
